Amplitude1,PhaseShift1,Omega1,Beta1,Amplitude2,PhaseShift2,Omega2,Beta2,Buckling,Stiffness
83.865,-63.224,0.091,-74.936,138.998,20.244,0.103,-10.631,-31688.900,3183155.200
9.480,-80.618,1.551,17.723,-16.825,23.434,0.248,13.174,13292.500,4543151.616
-11.956,75.578,1.461,-23.059,-14.951,-28.008,1.331,24.826,-16612.700,6562334.208
49.684,-73.111,0.672,-18.085,15.744,-82.486,1.308,67.181,16115.400,5464707.072
-47.976,-64.536,0.649,-7.390,-36.225,-25.465,0.864,27.462,15124.400,6368194.560
-11.751,-61.678,1.385,-16.589,-38.367,67.761,1.731,-59.149,-15563.100,7669375.488
-22.006,-68.145,1.810,-51.378,7.616,3.371,1.614,1.010,-27917.200,6814811.136
19.850,-24.859,0.999,0.301,5.590,-32.237,0.529,2.860,-9972.570,1949291.136
-6.236,19.736,1.979,-21.374,-8.033,-25.691,1.571,-0.538,-14162.800,4131911.424
18.046,48.489,1.054,-5.126,-93.084,52.911,0.608,-59.849,-14344.300,6674726.912
145.170,5.874,0.025,89.918,158.519,37.857,0.003,83.914,22215.000,1815086.080
-52.326,71.611,1.412,58.450,9.973,-41.915,1.800,31.779,26613.300,9795991.552
92.295,78.982,0.723,-78.570,66.034,-35.891,0.137,37.731,-34674.800,7798008.832
23.516,89.261,1.219,35.513,82.633,83.835,0.416,44.586,19262.300,11243096.064
115.949,-23.271,1.223,-82.912,-29.758,2.783,0.783,63.177,-27048.200,5447855.104
8.720,68.215,1.755,-25.817,8.555,25.894,1.654,18.574,-17009.800,6849621.504
21.119,20.665,1.248,-32.991,16.994,74.992,1.853,-47.220,-17951.000,11149957.120
-7.129,72.223,1.856,21.658,-94.294,32.160,0.462,-6.953,14553.100,4954805.248
-44.607,-43.883,1.387,55.721,10.846,13.354,1.968,38.886,26137.800,11594169.344
4.954,1.567,0.370,-74.270,59.465,-48.328,1.216,56.627,-27865.500,7320252.928
79.468,83.395,0.514,13.227,79.566,-76.460,1.513,78.755,14604.600,2603957.760
9.045,-82.631,1.519,-10.821,136.664,3.158,0.556,77.991,16110.200,3122897.920
176.443,-81.530,0.934,-77.620,9.281,-32.008,0.026,-68.640,-23636.700,5216850.944
169.195,-20.147,1.581,81.677,113.320,-75.275,0.902,-59.992,28459.400,5929397.248
23.634,-74.518,0.918,3.190,140.100,-48.376,0.213,84.606,14484.600,2169350.912
-5.035,52.849,0.151,-49.664,-92.799,21.450,0.585,-36.361,-24968.700,10163520.512
16.268,-5.382,1.593,-39.019,-31.135,-42.333,0.886,-22.524,-21322.100,8929335.296
-12.103,-60.890,1.535,-27.385,30.622,-9.141,0.987,-30.747,-16288.000,9277071.360
4.034,-46.345,0.716,-89.823,12.922,73.292,1.240,-2.214,-28573.100,1794876.544
-5.745,62.894,1.949,-14.280,-155.064,9.187,0.364,-48.517,-14821.000,7907713.536
75.966,48.926,0.500,77.033,-30.081,-84.233,0.593,85.966,22432.700,2822650.112
9.575,-1.838,1.833,-31.931,119.626,-61.393,0.267,-53.902,-16907.400,11471285.248
59.147,50.578,0.463,33.237,149.502,-65.192,0.074,33.650,15991.700,10293896.192
-7.092,-21.920,1.879,-22.459,187.167,-64.726,1.117,-83.687,-17999.500,4437349.888
-10.392,88.053,1.905,36.462,-46.029,63.661,0.722,-21.996,21096.100,8097221.632
-77.940,77.953,1.005,56.103,7.785,85.810,1.829,23.481,28961.100,8847944.704
57.126,-16.062,1.344,-64.500,-6.361,18.343,1.770,-3.143,-32787.700,5233182.208
156.566,-86.160,0.980,71.490,46.190,-39.038,0.697,17.820,33747.400,5965727.744
-181.276,-32.791,1.875,-88.022,82.536,29.792,1.474,-66.428,-25945.700,4372816.384
-42.941,-65.451,0.518,70.339,188.969,-0.403,0.616,-59.055,25714.900,7482563.072
15.579,-0.886,1.440,32.813,116.057,-1.656,0.366,36.698,17204.300,11125807.104
-103.066,73.897,1.524,-69.956,113.963,14.461,0.381,15.611,-34469.300,6110483.456
137.458,82.368,0.461,37.609,-122.401,-22.495,1.839,-74.815,-17797.600,5383982.592
172.649,-84.006,0.324,38.852,50.508,19.681,1.798,63.958,20587.000,10591273.984
-72.590,-37.741,0.195,-51.792,185.812,-32.664,0.228,-63.290,-20389.400,10976823.296
-43.914,-45.358,0.942,-40.033,32.695,8.222,0.863,22.388,-20068.800,8274836.480
157.971,23.387,0.215,-55.318,126.548,-56.710,0.407,-14.086,-29085.300,7171688.448
13.711,-50.167,1.751,39.728,17.388,69.407,1.201,72.226,20346.200,8637149.184
8.222,-56.381,1.554,-1.518,-24.545,69.221,1.509,46.878,13711.100,6975489.024
-132.006,69.627,1.103,82.699,24.280,6.477,1.491,46.046,31595.500,7234451.456
-27.678,5.062,0.904,-17.677,-98.356,-78.825,1.363,-67.465,-15122.200,5988162.048
-13.966,-54.837,1.199,-5.473,-21.674,9.974,1.813,-51.161,-14215.200,7254680.576
27.194,-79.250,1.891,55.446,-28.138,-41.159,1.477,48.698,22532.300,11570504.704
-13.156,39.434,1.987,-43.687,-144.208,-38.362,0.231,-53.519,-19313.800,11405289.472
66.162,-5.109,0.552,59.931,-60.687,-47.091,1.167,-56.028,23990.700,10124241.920
-72.310,16.150,0.676,-36.534,-151.772,-50.172,1.310,72.285,-20041.700,7442342.912
125.445,-24.709,0.088,-32.513,-92.421,50.919,0.714,-62.903,-17067.100,9600648.192
33.582,-70.231,0.978,33.764,18.356,21.009,1.940,-49.603,19466.300,11033085.952
-19.140,6.345,1.434,-38.548,22.690,67.983,0.225,29.398,-21574.900,10577597.440
-51.242,-37.543,1.871,-65.132,-110.511,-86.131,0.555,59.381,-25205.000,9899328.512
-165.449,-85.970,0.332,79.710,-186.010,-41.446,1.371,-78.067,23808.800,3258339.840
34.419,39.021,0.867,25.350,57.427,57.363,0.670,-80.476,18125.700,4550860.288
129.720,-28.306,0.082,-41.928,8.957,-1.204,1.921,-32.309,-19854.000,11335632.896
-68.788,-39.897,0.144,-59.658,4.999,82.331,0.601,-81.200,-22051.800,6116941.312
33.385,26.340,1.571,54.350,-64.823,47.850,1.707,76.389,22102.800,7673255.936
-36.661,81.642,1.497,-59.164,149.383,16.570,0.718,58.848,-26046.300,10659057.664
-74.175,7.973,1.161,-69.173,-56.568,-68.425,1.062,-81.426,-21914.200,4425192.960
6.324,78.599,1.774,3.120,151.492,53.387,0.851,86.364,13740.300,1792152.320
157.221,-54.614,0.327,-60.189,45.849,-81.456,0.676,-12.231,-29022.000,7327404.544
-18.193,-63.512,1.097,-14.930,8.345,22.747,1.556,38.203,14834.500,8230588.416
-192.528,-51.922,1.727,85.386,-4.381,-18.142,1.395,65.306,25355.600,4952332.800
-35.950,-11.480,0.752,7.967,-43.936,39.258,0.540,25.162,13375.700,6080912.384
-90.864,-18.333,0.890,65.775,-59.630,1.907,1.268,57.969,24650.800,9085515.776
43.277,57.568,0.737,-81.151,6.285,-8.752,1.302,-76.289,-23280.800,3258198.784
-58.681,-71.238,1.637,-78.160,9.022,-47.475,1.854,-31.120,-34917.300,6629365.248
37.780,62.614,0.048,87.565,-178.469,27.334,0.092,-1.998,29774.000,2021409.152
-140.466,-66.473,0.023,-4.015,44.094,39.943,0.311,-71.001,-14856.900,3822265.344
42.940,-5.752,0.352,89.056,33.128,-86.465,1.541,-60.242,-27669.100,5865930.752
77.018,-46.078,1.194,71.315,14.298,-15.220,1.933,45.184,27964.600,8988855.296
-166.767,-55.708,1.893,-79.430,49.724,83.403,0.831,-36.599,-31876.000,7152849.920
46.490,-14.289,0.223,47.635,96.330,-58.122,0.591,-84.157,22707.600,7241513.472
-39.833,-38.635,0.332,31.751,18.534,-1.932,1.806,-47.071,18741.700,10695571.456
-48.447,12.311,1.098,-49.428,-25.020,-73.798,1.746,-54.454,-18247.400,11396342.784
12.122,-68.957,1.361,-16.479,151.569,-87.171,0.661,-73.210,-16283.700,4795816.448
37.222,-28.995,1.528,54.887,-54.750,79.205,0.729,-31.310,28515.900,9414170.624
-47.948,-60.012,0.981,-44.448,-25.360,76.895,1.558,-48.194,-18916.700,11912517.632
-148.465,58.397,1.846,84.516,-15.333,5.009,1.162,-10.053,30311.000,2544375.296
100.909,4.323,1.588,70.513,-0.806,-20.393,0.272,-43.201,30130.200,9710568.448
57.806,-50.470,1.811,-65.813,-7.009,-81.332,1.711,-8.777,-31845.100,5110457.856
181.660,39.943,0.451,79.993,-6.538,65.906,1.741,-0.028,30151.800,2390169.600
87.431,-34.022,0.550,-40.087,-156.125,29.133,0.204,14.869,-18740.900,6163960.320
-12.449,88.668,1.395,21.256,118.107,58.178,0.233,-25.018,16012.200,7766919.680
13.576,-60.697,1.702,-37.722,-85.354,20.877,1.669,-69.411,-19802.200,9290106.880
-17.611,-21.272,1.661,-43.386,47.482,-18.652,0.785,-46.052,-19452.900,12140361.728
101.619,89.436,1.882,-73.339,72.004,-22.789,1.185,72.831,-23868.400,5100816.896
-39.468,74.562,1.924,61.641,89.111,70.386,0.477,8.063,31614.000,5932546.048
-18.147,-8.964,1.142,-51.214,92.696,-89.074,1.531,86.690,-22130.900,6870158.848
-57.756,-26.988,0.487,-8.097,-120.207,9.462,0.146,-44.766,-14526.400,8268198.912
-195.939,-61.088,0.974,80.596,-11.865,89.615,1.942,40.774,33127.100,7473455.616
-61.780,-35.316,1.608,64.351,15.294,-16.065,0.276,38.561,27702.600,10468578.304
2.973,-3.594,1.845,27.394,85.583,67.310,0.638,-75.887,20438.100,6380209.664
-40.021,60.186,0.792,24.242,-8.807,17.925,1.469,-14.388,18202.700,5787083.776
-90.072,-67.679,1.073,-60.666,27.253,-13.720,1.887,-84.296,-21455.300,5551676.928
-0.517,-2.494,0.026,-18.136,121.676,84.918,1.027,-71.510,-16645.500,5637463.552
87.079,4.086,0.107,88.785,-171.042,68.915,0.699,-65.927,-27934.400,5327744.000
136.195,-0.122,1.105,82.347,-31.994,-56.501,0.908,26.312,34569.600,4819212.800
-9.765,-20.948,1.469,-11.745,-6.992,19.895,1.794,16.616,-12870.800,4208212.224
-50.371,-10.245,0.700,53.236,-47.365,-3.222,0.279,76.129,21955.400,7728437.248
-112.325,-7.951,1.590,73.718,-94.891,-10.701,1.897,73.779,22590.100,4841874.432
-79.912,-38.147,0.188,10.641,55.582,-19.027,1.681,64.114,14699.300,5059432.960
159.682,-3.325,1.445,74.302,-156.865,-31.252,0.220,-76.061,23359.300,4294843.392
14.152,-85.109,1.585,-35.354,11.475,-51.962,1.539,25.951,-21279.900,9727206.400
6.721,-66.928,0.841,51.755,0.529,-21.794,0.501,19.188,28342.400,8989484.032
116.657,-51.088,0.575,-68.277,96.539,-10.212,0.549,33.267,-30664.100,7456836.608
181.058,-77.717,1.052,-70.867,196.523,50.755,1.260,85.025,-23205.500,3940045.568
-46.716,63.460,1.709,61.954,-17.795,-11.097,1.069,-65.728,22670.500,8249930.752
60.015,-52.635,0.580,7.374,7.169,-9.609,1.000,30.965,14072.900,7273290.752
7.102,-53.267,1.671,0.824,117.364,47.660,0.385,-87.671,-13777.000,1736611.200
-14.679,-50.760,1.673,-77.377,-80.170,-26.468,0.452,13.974,-31690.000,3150196.736
-6.795,-25.158,1.771,12.697,112.549,55.445,1.904,-74.267,-16584.500,4166533.376
-38.210,-47.982,0.736,10.242,155.573,50.601,0.038,5.662,10979.700,2672717.056
-60.809,-42.416,0.539,76.947,54.004,-3.795,0.849,58.099,26323.700,7269142.528
146.489,-48.614,0.210,67.694,84.369,-79.909,0.107,12.478,33985.700,5273377.792
-69.164,-58.779,0.229,-39.206,-105.591,21.748,0.569,-43.924,-20900.500,11429542.912
156.922,-70.604,1.429,-82.415,162.561,47.400,0.327,66.660,-26617.700,5183416.320
-43.468,-71.473,1.217,50.419,-52.019,53.444,0.940,53.095,21750.300,11566453.760
-7.045,40.782,1.888,-22.719,-78.371,-14.914,0.048,58.990,19070.200,8680655.872
-24.482,-57.422,0.899,52.554,59.539,-13.190,0.888,88.840,22557.300,6715503.104
-30.308,84.789,1.319,46.087,-23.312,-80.570,1.060,25.504,22458.700,9827850.240
32.090,-39.128,0.704,-80.203,9.867,11.382,1.505,-15.998,-33558.600,3680308.736
-99.361,39.583,0.490,-23.662,178.083,24.456,0.647,-86.774,-14830.600,2464354.816
27.499,79.497,1.446,-47.576,-65.088,-14.347,0.947,75.347,-21864.100,8128000.000
-190.132,66.280,1.618,82.219,-33.847,-70.720,0.664,-9.752,32032.300,2916053.248
-62.809,14.853,0.544,-20.705,-63.478,-70.972,0.597,18.905,-13119.600,4241972.480
-144.535,-76.759,1.057,-77.725,-3.531,53.690,0.023,-66.750,-23753.200,5529254.400
-110.151,7.659,0.072,45.428,193.645,-2.990,0.892,80.294,21127.800,7829943.808
-7.862,-47.782,1.999,-30.927,-23.273,40.436,1.289,-38.413,-17123.800,10697220.096
-46.962,-6.299,1.027,-45.636,0.786,62.587,0.041,-64.874,-18380.800,9923090.432
-61.702,-37.374,1.919,73.453,-28.250,-74.559,1.136,-36.949,33904.000,8159574.016
80.026,-7.421,0.828,51.528,-43.105,54.727,1.438,-55.655,21373.700,11307370.496
24.280,66.949,0.984,20.069,43.553,-17.172,0.857,33.865,14424.100,7689042.432
-9.724,-2.112,1.767,-30.451,-152.914,-27.508,0.424,33.030,-18383.100,7289614.848
6.938,-33.499,1.747,-12.091,154.312,87.471,0.460,40.511,-13132.500,4807231.488
29.335,-60.504,1.610,-86.741,-23.970,24.130,0.448,16.913,-35001.400,3445523.200
-124.447,-21.588,0.239,89.356,10.405,-10.454,1.381,1.540,28336.600,1757760.768
20.092,69.788,1.365,-37.445,-24.210,79.910,1.221,36.112,-19386.600,11289612.288
101.306,40.267,0.294,-17.567,12.896,-49.090,1.507,29.037,-15600.700,7409966.592
140.958,26.003,0.157,-34.642,28.343,-23.989,0.837,-2.405,-17873.800,6258813.952
71.033,85.742,1.045,65.053,6.451,-67.557,1.795,10.245,32806.900,5590285.312
-5.747,82.924,1.984,-17.031,-6.808,-6.907,1.708,-1.632,-12626.800,3354054.400
-35.560,-8.740,0.976,-69.732,-27.672,63.431,0.918,19.724,-33750.000,5941292.032
74.710,-16.783,0.447,6.460,-49.333,59.243,1.399,-64.374,-16775.000,6175428.608
131.596,-81.202,0.262,77.239,-10.768,48.391,1.013,50.355,28481.700,7885236.224
-65.916,15.318,1.802,-67.714,14.992,-30.105,0.298,-12.683,-32911.400,5260281.344
-58.094,-51.508,0.481,44.665,-47.052,-87.700,0.170,20.619,21943.200,8972182.528
17.349,7.878,0.886,71.806,13.312,65.515,1.620,-34.954,33808.300,8435641.856
115.447,23.145,0.532,54.114,174.403,-80.168,0.328,-61.948,21668.900,11351974.912
78.809,8.655,0.443,26.615,10.113,-45.941,1.405,3.754,15399.200,4736950.784
-25.087,1.603,0.956,-18.392,150.842,34.649,0.378,17.485,-12430.200,4179466.752
146.416,-17.112,1.491,77.636,57.918,71.904,0.356,24.565,34447.600,4706858.496
-21.192,22.166,0.911,-86.525,67.504,-65.305,0.536,-72.215,-24434.800,3707873.280
-15.172,46.771,1.324,24.921,41.714,68.628,0.473,-65.874,-19930.900,7583170.048
-7.253,86.669,1.713,-12.159,-153.812,84.750,0.172,-19.371,-12075.900,3637844.736
-80.114,-52.424,1.067,58.255,13.011,30.082,1.521,-30.289,31552.100,9891945.472
88.109,27.235,0.274,14.751,-85.807,-0.096,0.747,-49.550,-16009.600,8226676.736
-27.606,12.518,1.357,44.890,21.977,-37.563,1.462,-70.603,22553.500,9094158.336
-1.975,-7.257,1.340,12.876,-7.905,-48.825,1.791,23.275,13090.800,5348953.088
5.885,24.074,1.836,-0.669,-166.711,7.540,1.745,-78.463,-14616.200,2761355.520
-8.859,16.372,1.555,-13.133,-97.168,-19.967,1.636,88.446,-15743.200,2492681.728
-8.889,-88.132,1.669,-39.028,-121.939,-40.707,0.650,50.615,-20927.900,11300996.096
-95.307,-88.575,0.624,86.771,-20.656,36.385,0.787,63.454,25819.200,5126930.432
-134.528,11.065,0.396,65.009,22.307,-62.390,1.225,33.569,30731.100,9467933.696
-119.167,-55.492,0.496,48.808,22.090,-69.195,1.782,-50.498,20077.600,11791158.272
-71.639,1.981,0.363,-42.772,75.719,-71.188,0.010,20.331,-25554.800,9443203.072
15.298,8.607,1.173,-11.813,30.332,0.962,0.809,1.714,-11477.200,2688533.248
3.535,73.283,1.031,-61.575,22.940,53.218,1.150,-30.831,-30215.600,9429390.336
-42.193,15.913,0.758,22.467,-71.360,76.244,0.844,75.992,18962.800,5661017.088
18.453,-69.101,0.307,-21.591,-14.940,80.237,1.157,4.602,-13690.000,4113996.032
-16.610,-41.222,1.536,-38.436,-161.961,25.475,0.433,40.139,-20556.500,11144380.416
-8.793,-75.136,1.957,-33.666,-181.766,73.337,1.297,-75.079,-19729.300,8120376.832
-178.692,35.650,0.469,64.763,-7.774,-76.138,0.401,35.785,31534.500,9392075.776
165.096,47.783,0.554,83.403,-72.227,-72.695,0.275,53.646,29597.900,7252666.880
44.642,-72.631,1.822,79.358,5.588,7.331,1.909,-7.527,31405.900,2743160.064
183.423,87.448,0.191,-87.466,41.204,8.341,0.946,38.400,36817.000,6196212.736
-102.755,45.812,1.090,-63.266,-72.011,-4.351,0.547,-15.583,-29132.200,5962071.552
38.608,47.891,1.262,58.787,-43.984,67.451,1.087,-46.669,25761.500,11072150.528
-6.978,-27.655,1.686,0.918,33.440,20.634,0.770,1.231,-10120.500,2082565.504
-64.350,-3.895,1.541,-63.813,-74.871,-56.221,1.218,68.957,-23408.100,7767737.856
-73.574,76.972,0.272,-78.867,14.331,-33.368,1.861,43.704,-33237.600,7766732.800
96.674,47.118,0.586,-81.433,63.312,44.831,1.107,-63.921,-25366.100,5516923.904
2.023,34.974,0.042,-57.995,-193.146,13.620,0.791,-77.022,-21453.400,7380588.544
38.861,87.869,1.944,-82.651,-132.327,22.407,0.334,79.717,-23422.300,2629872.384
15.596,-27.152,1.149,9.148,-104.660,-85.086,0.061,-83.477,-14927.800,2537726.976
97.964,44.416,0.892,81.844,18.996,-59.164,0.319,-80.731,23165.500,2594830.592
33.025,-30.419,1.874,59.102,64.186,-56.034,0.309,-48.770,25819.900,11456520.192
-174.768,-11.788,0.382,43.363,-129.758,18.676,0.146,-19.910,19411.300,8899198.976
0.668,84.602,0.074,-41.059,-6.848,-17.572,1.899,-21.865,-22752.900,9582198.784
-155.592,64.095,1.131,-71.678,14.532,37.574,1.170,-2.656,-31309.800,3766645.248
-32.658,-28.760,0.919,28.088,-3.034,-88.327,1.553,-59.283,20980.800,9324735.488
7.800,19.227,1.595,-1.705,-10.510,-42.069,1.409,-10.772,-10551.000,2604820.992
35.248,-73.365,1.781,-58.229,-10.136,-61.186,1.595,24.128,-30945.700,8926276.608
12.291,6.204,1.475,25.819,106.535,-81.625,1.602,71.162,17644.800,6910755.840
-125.382,-38.132,0.746,-60.356,-66.695,-45.012,0.871,-51.038,-23082.800,10420795.392
197.109,68.897,0.368,73.068,1.792,-14.530,0.342,74.679,22515.900,5120117.760
-19.556,-86.969,0.561,41.705,17.329,59.934,1.092,9.859,22284.300,7734025.216
-167.777,35.177,0.086,-65.547,85.278,-27.608,0.605,35.441,-30820.100,8370672.640
49.778,38.043,1.162,51.969,-71.085,68.519,1.033,-81.816,22291.900,6896814.592
-110.331,-2.881,0.131,-46.508,47.831,80.903,1.433,-57.363,-19812.500,11196103.680
-33.813,-20.731,0.784,-10.698,47.809,64.441,0.765,-29.457,-13199.600,6236661.248
43.723,27.304,0.678,-6.063,50.156,33.358,1.117,-85.879,-15623.600,2563468.288
19.281,-41.996,1.768,47.452,2.018,87.941,0.071,79.259,21508.300,7633329.664
112.699,78.082,0.655,-48.757,27.900,-62.902,1.407,46.991,-26012.600,11565010.944
-24.817,12.046,0.972,-19.793,-93.580,82.236,0.561,-33.648,-12769.900,5156199.424
145.524,4.905,1.981,82.896,-22.564,-78.703,1.294,37.899,33818.600,6637614.080
11.580,76.629,1.709,33.463,-25.544,4.793,1.250,-38.720,19861.500,11055029.248
104.702,-78.004,0.423,-43.201,-42.326,-36.343,1.792,85.111,-20347.000,6268965.888
-23.168,1.769,1.135,30.674,-64.299,-51.557,0.544,22.014,19628.800,6819996.160
28.357,3.057,0.693,87.025,10.284,-40.199,1.874,34.885,35906.700,6303670.272
110.064,-32.666,0.035,-3.007,7.946,44.372,1.612,-9.598,-10147.100,2284904.448
14.511,-55.868,1.473,31.981,-7.339,-50.661,1.657,5.964,18140.400,6383449.088
19.524,-5.969,1.684,45.786,166.288,-26.185,1.883,-86.424,22416.500,6989847.040
33.970,52.545,0.659,-73.182,20.450,10.913,1.630,66.803,-25045.700,6189228.544
20.262,-86.465,1.076,19.900,-12.023,18.544,1.339,-13.794,14419.300,5103894.016
-136.101,29.296,0.530,64.165,-10.268,-20.375,1.639,-26.738,34230.100,7973489.152
-136.701,11.953,0.355,-64.092,-88.165,54.204,0.619,-67.556,-21970.500,8015075.328
-20.604,87.154,1.523,-67.145,18.369,61.813,1.192,-25.145,-33643.600,7596848.640
-28.145,-54.069,0.708,-77.288,-83.527,-42.404,0.193,72.755,-24719.300,4505803.264
-146.126,-13.509,0.093,-76.445,35.864,-66.994,0.776,14.699,-33496.500,3960572.160
-29.405,-64.053,0.660,-27.113,40.110,73.910,0.879,-32.566,-16827.200,9085056.000
25.791,11.475,1.240,-39.386,-37.049,51.728,0.968,35.910,-21852.500,10895677.440
-122.196,82.664,1.863,74.822,48.431,-73.993,1.591,60.822,24016.900,6739371.008
-108.257,36.424,1.072,-81.995,-8.311,61.096,1.111,-50.939,-29137.400,7325659.648
50.149,38.235,0.644,-45.796,6.764,4.242,1.714,2.150,-28321.400,7081815.040
-63.821,-65.226,1.583,-74.425,113.203,-39.575,0.307,-45.264,-32726.700,8162196.480
26.472,3.534,1.927,-81.806,-20.283,-52.110,1.340,36.450,-35689.600,6506865.664
47.612,-39.216,0.595,84.852,45.511,88.155,1.402,56.239,28318.500,6514199.040
8.549,0.210,0.820,16.497,-76.714,42.571,0.966,67.392,16285.400,5882662.400
-50.172,-43.983,0.694,22.680,194.433,37.112,0.216,-24.029,13910.700,4805280.768
9.384,20.004,1.750,-28.495,-2.328,45.057,0.109,2.367,-16936.700,5462025.728
173.703,27.786,0.340,7.402,-73.700,-16.723,0.413,-14.704,-12816.700,4671216.128
-13.729,-74.696,1.721,-37.999,-30.266,7.068,1.588,52.079,-20457.600,11589994.496
127.244,11.626,0.829,-76.650,-13.437,-2.834,1.871,42.555,-33556.600,8031346.176
-160.811,22.555,0.853,-85.301,-38.157,-28.225,1.918,61.267,27934.600,5532071.936
21.273,-15.959,0.056,68.636,-60.816,-30.646,1.427,-61.655,25163.600,7705227.776
41.152,21.766,0.726,-15.078,57.092,-1.401,0.198,-84.512,-17337.800,3484750.336
35.874,-45.546,0.297,-7.964,8.117,10.531,1.815,-25.463,-12294.500,4932076.544
-8.536,18.646,1.939,32.201,-91.281,56.017,1.835,71.559,18884.600,8252209.664
-33.316,22.950,1.994,60.552,37.608,-75.508,0.949,64.957,21432.900,8889218.048
32.714,-87.463,0.198,38.363,-88.310,2.069,0.476,-17.634,22477.600,8770536.448
-199.622,-22.125,0.109,-57.309,2.505,66.182,1.563,-57.668,-21509.300,10248497.152
133.565,-26.372,0.097,-59.822,56.048,71.594,1.674,-85.709,-22209.200,6178735.616
144.637,35.356,1.153,-70.727,8.872,64.546,1.501,-4.129,-32342.500,4190773.760
41.171,64.719,0.220,-75.772,-157.704,40.319,0.503,-61.865,-26026.800,7265846.784
103.200,17.474,0.064,-71.335,-123.965,-3.917,0.190,-1.210,-33339.900,4440280.064
-42.567,28.768,0.099,4.706,11.912,-81.808,1.404,19.479,11560.200,3889869.824
44.395,-1.956,0.454,-77.067,136.817,23.092,0.321,-21.099,-33628.900,4221645.824
-22.221,-88.698,0.563,7.862,-124.997,78.584,0.306,37.976,13564.000,7206706.176
20.088,66.249,1.046,-15.532,113.010,11.911,1.337,-68.832,-16290.900,6051584.000
-53.529,70.286,1.557,66.298,-17.346,74.669,1.124,-15.066,32417.500,5607120.896
-14.031,-61.442,1.189,62.131,-24.715,26.446,1.327,-54.689,24621.500,10312803.328
-53.172,-72.225,0.402,-8.785,24.180,55.151,1.316,-39.818,-14534.600,8367186.944
-10.678,-18.187,1.486,19.740,7.458,58.560,0.651,54.211,15713.500,8691171.328
30.462,-42.941,1.347,75.510,-15.533,-13.700,1.131,1.845,31663.400,3097228.800
58.055,-30.380,0.006,50.521,76.184,-20.080,1.589,-88.080,22587.400,6959712.256
5.692,-79.783,1.760,29.598,62.267,-64.226,1.355,60.356,17167.600,9391097.856
-12.690,-72.420,1.549,30.011,6.432,79.652,1.938,-20.615,19033.600,7747707.392
10.325,23.376,1.459,-15.274,-18.355,62.127,0.854,68.352,17410.800,5619840.512
-3.810,7.527,1.613,-65.729,-12.625,-44.918,1.253,-0.927,-32764.300,4967068.160
-16.225,82.209,0.217,-56.234,17.930,33.760,1.233,-26.430,-28868.900,9603037.184
-116.224,-7.017,0.046,-81.679,-2.520,33.739,0.218,-30.434,-35980.200,6283893.248
-29.627,40.127,0.818,-0.846,29.152,-88.101,0.152,73.013,15170.700,3654944.512
71.878,65.883,1.089,-57.063,-6.572,51.146,1.778,10.135,-29866.900,6753949.184
135.777,-42.548,0.951,-68.914,55.465,43.351,0.075,17.737,-35462.100,6186549.248
115.028,0.752,1.510,-76.540,-133.110,-53.476,0.688,54.893,-29301.700,7167244.800
-37.823,-34.508,1.903,-61.511,18.516,1.638,1.441,66.376,-23072.400,8447777.792
8.395,49.096,1.778,-25.261,8.494,-34.482,1.528,-0.235,-15643.800,4996295.168
10.618,-18.848,0.279,56.964,-93.475,49.491,0.286,-89.838,22423.200,6178286.080
-97.374,88.380,0.548,65.466,-131.170,-60.903,0.160,-52.180,26124.400,9184107.520
-198.491,41.146,0.317,80.219,10.795,65.030,1.927,86.231,22151.500,2277697.024
-54.017,58.187,0.251,-9.954,63.166,-63.362,0.497,-2.861,-10809.500,2492242.688
-30.200,9.792,1.968,-58.498,21.775,60.338,1.020,-17.456,-30361.200,7626561.024
-24.401,-40.727,1.759,-52.327,-35.825,-2.809,0.642,-47.643,-21237.900,12072754.176
82.141,63.093,0.421,-43.543,-117.336,-6.054,0.571,54.787,-22138.300,11552038.912
-23.730,-55.068,1.115,-30.205,12.049,32.713,0.081,86.521,-19338.900,5484583.936
-113.951,75.586,0.435,16.588,164.142,22.177,0.144,-20.901,18826.000,6333992.960
-52.915,42.090,0.522,23.146,10.057,44.616,1.486,16.036,17338.600,6404537.856
-8.834,-22.972,1.530,9.828,-29.225,-48.625,1.999,-70.109,-16149.500,4441462.272
37.553,-66.269,1.002,38.739,6.201,28.033,1.960,-19.785,20665.800,8605377.536
16.202,-44.800,1.106,0.664,-152.868,-67.835,1.133,-82.442,-14282.200,2235371.264
49.455,75.400,0.051,-21.055,-25.922,-4.782,0.912,-69.522,-17022.200,6479859.200
-160.361,89.894,0.969,88.014,25.003,57.759,1.365,42.300,33720.600,6723913.728
-13.091,2.612,0.430,19.056,-26.193,28.600,0.988,51.238,15606.900,8858304.512
100.541,11.123,0.601,40.968,-103.156,51.615,0.256,-49.923,19675.100,10828703.744
59.872,23.897,1.255,-84.939,-168.643,-11.307,0.490,88.409,-21805.100,1759146.752
109.314,3.705,0.362,61.846,21.931,-44.799,1.018,17.951,33084.600,7043470.336
-18.857,43.729,1.059,25.302,11.527,21.416,1.329,7.515,16225.500,5157982.720
-63.789,-58.486,0.927,49.017,97.679,60.178,0.505,-58.649,23035.600,10271628.288
-46.130,-32.919,0.803,-31.788,21.327,-87.795,1.108,-35.362,-16756.200,9971318.784
65.075,14.188,0.823,82.444,-134.117,-13.450,1.202,-75.329,24362.600,3250577.408
