Amplitude1,PhaseShift1,Omega1,Beta1,Amplitude2,PhaseShift2,Omega2,Beta2,Buckling,Stiffness
29.503,45.521,0.554,-2.865,141.509,41.066,0.006,-61.915,-15032.200,5826621.952
-16.196,77.016,0.794,-39.671,-111.674,-72.719,0.498,31.834,-21622.800,8445718.016
-59.311,28.381,0.403,31.365,-28.153,-75.190,1.143,37.456,17563.400,10551897.088
7.832,37.618,1.895,27.584,-67.321,-81.117,0.768,-41.657,19358.900,9899800.576
20.994,-10.901,1.017,14.441,26.698,-14.898,0.930,-19.152,-13665.500,5302548.480
-37.447,-42.578,1.937,-61.372,-37.593,7.897,1.492,-77.119,-21928.500,6495083.008
-84.283,-49.410,0.730,66.759,128.905,48.682,0.220,-69.737,23499.900,6910725.120
-47.046,63.562,0.235,-73.501,-90.335,75.204,0.399,-24.056,-33419.500,4314841.600
-10.227,21.623,1.808,-32.303,16.951,64.654,1.357,30.919,-19669.000,9644915.712
140.930,-88.461,0.519,-65.967,-14.120,50.661,1.187,-2.885,-31150.800,5714345.472
157.374,1.849,0.087,51.579,-198.613,-63.238,1.781,-87.416,22543.500,6659976.192
9.008,73.470,0.708,64.477,7.906,56.699,1.775,22.197,33003.900,7475588.096
-27.008,-22.878,0.961,43.132,-17.478,82.225,1.068,3.493,26038.800,7285666.304
-193.956,-34.834,1.686,79.124,-178.492,-44.735,1.208,75.291,23471.100,4379121.664
181.767,24.864,0.062,-21.272,12.158,86.742,1.336,14.365,-13765.600,4362323.456
-114.765,86.836,0.463,84.424,25.374,-11.017,0.587,43.919,32835.600,7266694.656
-80.443,12.802,0.769,54.723,-72.279,37.412,1.033,55.617,23118.400,10627917.824
-21.176,-15.121,1.260,-79.882,60.880,13.964,1.831,66.795,-26311.900,5287870.464
113.942,-28.565,1.513,-76.059,134.361,32.135,0.340,47.186,-31250.900,8363616.256
-94.716,19.220,0.479,41.096,36.411,18.205,0.672,80.997,21403.500,7110100.480
-0.167,27.900,1.956,78.296,43.945,-39.948,1.469,-70.414,25150.600,4803710.464
-42.119,-77.663,0.565,1.875,-3.914,-45.529,1.712,-59.280,-14810.400,6168741.376
