Model, Buckling, Stiffness 
sample822, 31342.7, 7065263.104
sample823, 19114.5, 4986570.752
sample824, 22891.4, 10049631.232
sample825, -13713.1, 7635245.568
sample826, -17192.6, 8195283.456
sample827, 21618.3, 12074897.408
sample828, -27206.0, 10862174.208
sample829, 14739.0, 3259642.112
sample830, -21065.2, 11458398.208
sample831, -17652.7, 8566959.616
sample832, 34684.7, 7861520.384
sample833, -28037.5, 1811006.72
sample834, -13879.6, 2084260.864
sample835, -19346.9, 11365121.024
sample836, -13631.9, 5839714.816
sample837, -15837.1, 8018224.128
sample838, 20118.0, 6561621.504
sample839, -13462.1, 7127767.04
sample840, 32005.6, 3040952.064
sample841, 31712.2, 2898838.528
sample842, -21319.3, 6890388.992
sample843, -18524.8, 6707455.488
sample844, -20819.4, 7378250.752
sample845, 9938.19, 1948584.576
sample846, 12793.5, 4964224.512
sample847, -15106.8, 5460246.528
sample848, 10499.3, 2273429.76
sample849, 20723.0, 11847669.76
sample850, -14812.0, 6268107.264
sample851, -23715.1, 11359706.112
sample852, 22253.1, 5092693.504
sample853, 29282.1, 9384770.56
sample854, 33749.6, 7672477.696
sample855, -12073.8, 3220347.136
sample856, -13699.1, 6687428.096
sample857, 17739.8, 6001509.888
sample858, -22123.4, 5190820.864
sample859, 26313.2, 11217909.76
sample860, -14037.6, 6129666.56
sample861, -26560.5, 7312700.928
sample862, -22703.8, 3921297.92
sample863, -24152.7, 4153026.56
sample864, -14947.8, 7475679.232
sample865, 13040.6, 4290844.928
sample866, -26055.2, 7932661.76
sample867, 23118.2, 11256793.088
sample868, 22645.4, 6721345.024
sample869, -24304.4, 8859565.056
sample870, -18416.8, 5647801.856
sample871, 20174.5, 9088714.752
sample872, 16866.8, 8667824.128
sample873, -14934.3, 4710022.656
sample874, 14924.5, 3528050.432
sample875, -22288.1, 7177300.992
sample876, 25302.0, 4373281.792
sample877, 23682.3, 9332907.008
sample878, 23077.3, 5523922.432
sample879, 23231.7, 10740564.992
sample880, -14720.3, 3770803.456
sample881, -14649.2, 5099993.6
sample882, -22659.6, 6207613.952
sample883, 12961.5, 3891271.68
sample884, -23523.6, 8008778.752
sample885, -29013.7, 1873495.424
sample886, 28615.8, 9385945.088
sample887, -24619.8, 10125309.952
sample888, 29482.2, 7605023.232
sample889, 25512.3, 10463476.736
sample890, 15151.5, 5748122.112
sample891, -30558.2, 2645049.088
sample892, -16663.9, 11119457.28
sample893, 36324.1, 5230893.568
sample894, 26685.9, 7070681.088
sample895, -28012.9, 6692255.232
sample896, 23566.1, 2572384.0
sample897, 19464.5, 11214612.48
sample898, 19812.7, 10672093.184
sample899, -13949.4, 6580785.664
sample900, -16143.2, 9964740.608
sample901, 14780.1, 6341785.088
sample902, 23135.1, 2346070.528
sample903, 22801.0, 2911260.672
sample904, 21893.4, 7838753.792
sample905, 14098.5, 2182929.664
sample906, 10492.0, 2341662.72
sample907, 22927.3, 7048798.72
sample908, -16941.8, 5216571.392
sample909, 24655.8, 7934633.984
sample910, -15250.9, 9250937.856
sample911, 17607.1, 8969240.576
sample912, 24235.9, 5188744.192
sample913, 18250.9, 8214255.104
sample914, 20778.4, 7709854.72
sample915, -22481.3, 2867485.952
sample916, -19434.1, 11840087.04
sample917, -22124.1, 2139609.856
sample918, 26580.3, 9214797.824
sample919, 17402.4, 8672035.84
sample920, 25403.7, 10654346.24
sample921, 32195.2, 2855976.448
sample922, -22478.3, 9158149.12
sample923, 33509.2, 4794457.6
sample924, -17048.0, 4124249.344
sample925, -23563.3, 5479473.152
sample926, -15850.1, 3321241.856
sample927, -13932.9, 1812450.944
sample928, 19769.8, 6815490.048
sample929, -20134.8, 5914578.432
sample930, -16478.8, 8768934.912
sample931, 24164.5, 9274541.056
sample932, -17477.6, 3858046.464
sample933, -31086.3, 8513332.736
sample934, -16128.4, 7211206.144
sample935, 33180.3, 8189113.344
sample936, 13712.6, 4713427.968
sample937, -34936.1, 5597273.088
sample938, -18089.7, 8740356.096
sample939, -24797.5, 10429609.984
sample940, 18829.1, 9108759.552
sample941, -24966.4, 9250584.576
sample942, -32779.5, 5189080.064
sample943, -17767.5, 3784866.56
sample944, -21466.3, 11907022.848
sample945, -10365.2, 2467679.232
sample946, -31540.8, 8492591.616
sample947, 22433.8, 5359055.872
sample948, 21618.2, 7250116.096
sample949, 16141.7, 4601712.64
sample950, 13298.1, 4283780.352
sample951, -34341.3, 6067560.96
sample952, 15481.6, 6723045.888
sample953, 22867.5, 4752430.592
sample954, 25782.7, 11696812.032
sample955, -34614.9, 4432689.152
sample956, -14865.2, 4004392.192
sample957, -32204.0, 4229337.344
sample958, -20914.7, 10540977.152
sample959, -21095.4, 8930018.304
sample960, -15607.1, 4973960.704
sample961, 15974.5, 7187837.44
sample962, -14687.7, 6193738.24
sample963, 30266.2, 4398171.136
sample964, -13968.6, 6035686.912
sample965, -33693.5, 6837241.856
sample966, 25066.0, 7135072.768
sample967, 34841.6, 4421828.608
sample968, -11230.6, 2681330.176
sample969, 28993.2, 6246353.408
sample970, 20371.9, 9986416.64
sample971, -18024.9, 7471995.392
sample972, 22974.9, 6559593.984
sample973, -20300.2, 6815732.224
sample974, -21252.2, 6415575.552
sample975, -21551.2, 9893352.448
sample976, -25148.5, 7292135.936
sample977, 17278.3, 9258445.824
sample978, -33411.0, 8138679.296
sample979, -15055.0, 2943686.656
sample980, -11946.4, 3821132.544
sample981, 20075.3, 11423794.176
sample982, 19944.2, 5625437.184
sample983, -28500.4, 11040647.168
sample984, -10701.4, 2587141.632
sample985, -19690.3, 6984576.512
sample986, -15909.2, 5853175.296
sample987, 35892.9, 6798000.64
sample988, 15755.1, 3081954.304
sample989, 33257.3, 7516624.384
sample990, -14573.5, 2477202.688
sample991, -11421.0, 3281143.552
sample992, -30110.2, 2323261.696
sample993, 17089.1, 9170646.016
sample994, 23077.1, 9469371.392
sample995, -21465.9, 7954086.912
sample996, 23784.7, 12403709.952
sample997, 17174.7, 8176167.424
sample998, 18711.3, 7246134.272
sample999, -18157.9, 9564182.528
sample1000, 31158.0, 6453660.672
sample1001, -17857.0, 6599843.84
sample1002, 33550.4, 7030199.808
sample1003, 16600.8, 6520761.856
sample1004, -21141.7, 8448287.744
sample1005, 32608.5, 5195822.08
sample1006, 29528.5, 2353774.592
sample1007, 23529.5, 12260788.224
sample1008, -35563.8, 5483753.984
sample1009, 20704.4, 9729751.04
sample1010, 13016.0, 5505459.712
sample1011, -23229.0, 7636045.312
sample1012, -33010.4, 4847485.44
sample1013, 13411.2, 5545899.008
sample1014, -14348.6, 6413146.624
sample1015, 28966.2, 7381466.624
sample1016, -19612.3, 10057323.52
sample1017, 22109.7, 7322974.208
sample1018, 14026.0, 7973337.6
sample1019, -11165.5, 2818717.184
sample1020, 13840.7, 6940949.504
sample1021, -36908.5, 5556162.56
sample1022, -28756.4, 2011211.264
sample1023, -28859.6, 1980213.76
sample1024, 33182.4, 8528598.016
