Amplitude1,PhaseShift1,Omega1,Beta1,Amplitude2,PhaseShift2,Omega2,Beta2,Buckling,Stiffness
-31.069,15.529,0.350,76.993,-26.097,-67.407,1.210,-37.842,34776.300,7573302.272
120.091,52.304,0.145,38.959,21.284,-51.945,1.244,33.840,20072.900,11586357.248
134.189,-52.947,0.381,-6.942,-45.054,-64.678,0.481,-40.258,-15844.800,8184905.728
-42.862,-83.937,0.778,-25.989,-98.620,-71.948,0.486,-24.248,-16805.300,9155950.592
-35.243,55.777,1.745,61.440,-60.867,39.069,0.831,-49.275,26704.700,10571628.544
179.816,-1.892,0.088,74.229,10.257,-58.833,1.632,-26.556,35803.100,6232074.240
-64.012,14.518,0.651,53.061,-91.151,64.046,0.646,-41.853,29228.800,10421027.840
62.424,78.495,0.600,61.993,-98.204,-68.645,0.440,4.760,31235.100,6560245.248
-12.187,21.955,1.504,59.277,32.946,-61.017,0.345,-23.069,32112.600,7935356.928
16.349,-26.536,0.467,31.563,-164.739,-30.254,0.235,70.262,18948.500,8819444.736
59.266,-86.612,1.891,80.698,-166.236,-50.620,1.362,-86.489,22335.500,2226728.704
-186.252,-74.659,0.391,-70.081,-114.581,12.239,0.421,63.646,-25499.900,6871511.552
193.477,67.873,0.121,-48.765,-30.902,-24.108,0.116,-34.274,-23120.000,12025735.168
-4.154,65.588,1.493,-62.380,23.669,-64.032,0.904,77.621,-22978.600,6336189.952
-132.066,-6.692,0.164,36.247,105.009,-2.557,1.552,70.497,18389.300,8111106.560
66.919,80.350,0.221,70.983,11.707,82.410,1.302,-1.247,32556.400,3977765.888
-6.306,-87.909,1.839,-12.755,-113.116,10.183,1.011,-66.925,-14927.400,5537842.176
13.861,79.781,1.206,-6.347,-39.402,59.980,0.963,37.572,13753.100,6589569.536
85.491,57.102,0.372,16.594,-121.919,87.198,1.618,-72.852,-15992.100,4386043.904
-52.825,-71.521,0.913,-43.569,134.869,26.418,1.785,75.407,-22211.200,8375660.544
-188.345,20.037,0.262,27.560,-146.362,37.630,1.779,-84.406,17504.500,3578025.728
199.303,-47.225,0.702,88.661,162.096,-65.680,0.393,-57.850,-31798.900,6990585.856
-6.510,-17.145,1.826,14.001,34.670,60.173,0.756,-0.794,12305.600,3230800.896
-33.791,-61.501,0.462,45.925,95.962,-33.270,0.184,88.304,21625.200,7130072.576
26.080,-42.136,0.894,10.889,19.075,35.673,0.915,-36.322,-14116.800,7426405.376
-5.906,-42.539,1.972,17.952,-6.316,-30.219,1.786,6.010,12973.500,3620544.768
14.178,42.208,0.969,-3.474,23.965,82.848,1.289,39.073,13844.700,6645230.592
61.655,-67.716,0.997,50.746,29.109,76.474,0.862,-89.037,21844.900,6455477.248
109.564,-47.650,0.626,-81.848,-147.210,-85.589,1.326,87.004,-22178.100,2089241.600
20.341,-52.351,1.845,-49.465,134.914,36.551,0.096,-70.245,-20747.800,9142148.096
-15.004,5.295,0.902,-37.133,80.737,28.295,0.588,-30.846,-17870.500,11032218.624
50.977,-54.840,1.372,-76.945,5.457,46.205,1.907,1.001,-31052.200,2818559.232
26.751,-14.847,0.023,-68.963,-197.311,68.597,0.432,56.353,-24681.100,7722827.264
100.662,59.240,0.644,44.717,-9.284,33.290,1.464,2.775,17154.600,6050392.576
29.501,43.457,0.247,57.413,46.432,14.039,0.872,-37.394,26644.500,10974576.640
6.086,41.150,1.948,18.350,13.975,-35.152,1.403,-26.207,15503.600,6363414.528
-122.686,-9.459,0.420,64.509,10.900,-50.634,1.776,34.282,29610.100,9833116.672
143.671,44.297,0.923,-64.755,7.113,-37.020,1.764,15.617,-35044.000,6063073.280
-52.987,-20.717,1.329,57.932,66.060,-41.057,0.450,58.590,22103.900,10185420.800
15.640,-86.265,1.512,35.230,-22.499,14.873,0.968,-12.076,19600.900,7292664.320
74.934,38.127,1.625,-67.141,101.334,3.273,0.274,76.479,-22781.400,5276891.136
-183.147,-76.047,0.631,74.777,-87.479,-9.082,1.217,-63.156,25596.500,6503083.520
160.888,60.356,1.169,-72.715,7.958,-9.286,1.746,-21.060,-34058.100,6153914.880
-169.734,-0.003,0.524,62.456,16.246,23.034,0.746,-71.308,23429.700,7192522.752
-8.232,-1.657,1.779,-24.455,66.609,66.274,0.367,62.702,19761.700,8489772.032
-113.510,-60.016,0.561,83.156,-83.263,-0.713,1.002,66.134,24931.100,4940227.584
14.740,-14.430,1.362,-26.178,-43.374,-79.465,1.050,-44.931,-16434.300,9720475.648
78.945,70.046,0.931,-53.746,-53.040,64.992,0.120,26.640,-30135.700,9694939.136
40.715,-27.283,1.250,50.414,91.228,79.966,0.530,-35.805,21709.600,11940692.992
9.489,-40.903,1.726,27.866,61.169,29.928,0.031,10.365,16968.900,5959327.232
-87.784,79.942,0.676,-79.877,-10.053,74.128,1.999,38.578,-35009.800,7422236.160
-126.801,-38.106,0.046,-60.674,-21.115,61.885,1.650,-47.279,-24778.600,10897957.888
-17.755,35.696,1.224,-25.203,-154.512,85.422,0.782,61.955,19959.200,7729893.376
26.018,-14.399,1.104,-32.218,-34.635,37.065,1.750,58.003,-21412.900,9711968.256
-41.834,-16.533,0.689,-0.465,-54.277,-10.583,1.182,64.063,15653.200,5754834.944
-126.004,15.253,1.573,-72.866,-38.376,22.530,0.820,-42.339,-30850.300,8966402.048
-122.030,-26.973,1.096,-89.749,18.928,3.531,1.038,8.081,-28999.200,2097642.368
-6.964,-0.611,1.856,19.873,-12.217,-2.869,1.581,-30.485,16428.200,7918107.136
37.478,36.739,0.008,-48.346,-48.806,-27.421,0.681,-39.749,-21958.800,11961401.344
-85.906,-2.155,0.096,-65.240,-42.446,-28.646,1.160,48.197,-27889.300,9742476.288
130.967,89.198,0.012,-54.023,-49.144,67.806,0.698,22.078,-28443.700,9967108.096
-195.753,61.092,1.208,-76.349,-158.205,34.784,0.716,77.147,-23659.600,3842936.576
-109.117,-79.088,0.305,-12.103,-27.365,10.974,1.353,44.529,-18567.100,9841449.984
-86.173,-34.350,0.219,-9.328,-85.992,-46.424,0.229,-31.459,-14462.700,8649290.752
114.866,-30.024,1.722,-80.894,-38.704,-61.184,1.668,58.093,-28573.600,6547933.184
105.151,-38.645,1.333,79.749,-31.332,17.314,0.875,-21.479,34204.900,4190298.880
-5.318,76.413,1.977,10.242,-60.216,50.066,0.615,-19.378,11359.500,2972834.048
174.881,-87.864,0.267,66.510,117.782,-27.785,1.224,-71.798,24026.400,6454255.616
-86.308,58.715,1.012,-58.158,11.557,45.734,1.375,-14.668,-27703.700,7106692.608
165.164,71.425,0.166,84.321,11.660,31.700,1.504,24.243,35516.700,4492116.992
-36.508,-56.730,1.413,53.727,-16.770,67.387,1.264,78.618,22745.100,7440054.784
-10.333,27.823,1.848,-35.011,-32.959,-44.925,1.574,-53.366,-18028.100,11067487.232
18.272,-43.266,1.022,-54.506,21.341,23.264,0.994,12.020,-30726.900,7509622.784
9.901,39.009,1.439,-8.754,107.236,-34.215,0.038,-69.339,-15335.100,4690229.248
-15.333,-20.136,1.673,-40.263,52.599,-42.331,0.373,-56.421,-18582.800,11759732.736
-56.974,-17.660,0.823,47.890,96.546,-18.654,0.240,-24.726,28806.000,8259838.976
25.404,13.707,0.938,16.933,-101.999,-0.514,0.552,35.965,13638.700,7113938.432
56.721,-6.616,1.661,65.682,101.855,-40.611,0.570,82.406,22372.700,5135512.576
63.640,40.021,0.663,78.461,-14.762,79.440,1.162,-3.337,31170.600,2715809.024
-26.350,-66.211,0.886,9.934,21.124,79.491,1.232,-32.227,-14333.400,6892869.120
46.461,79.237,0.870,-37.269,8.346,-33.958,1.904,-28.880,-21735.500,10098862.080
69.399,73.178,0.320,55.683,-95.919,-88.490,1.333,-84.879,22581.100,6816044.032
29.375,-1.091,0.835,8.709,13.832,-4.529,0.885,-0.298,10088.200,2142095.360
28.188,13.736,0.387,70.424,14.085,-72.417,1.653,-36.950,33182.900,8587446.272
61.671,-56.493,0.244,19.503,57.830,30.672,0.134,5.467,15986.200,5286496.768
-34.778,-12.176,1.377,75.635,68.852,-43.469,0.797,-44.357,31525.200,7594085.376
-100.084,-9.521,0.909,-66.320,14.242,-35.939,1.860,-43.500,-25302.400,10164880.384
74.381,-81.940,1.345,81.269,9.112,-15.987,1.544,-14.361,33242.300,3218874.368
-83.988,62.874,0.501,-13.585,-106.349,37.995,1.053,62.982,15344.900,5462970.368
-25.172,33.776,0.974,-72.303,19.578,-6.656,1.153,-25.076,-33605.300,6108368.384
-187.575,-71.975,1.281,88.117,76.448,49.250,0.050,-72.748,-24701.500,3398235.648
8.213,-19.228,1.593,-10.657,-6.939,-4.182,1.835,18.683,-12969.200,4219352.832
-65.014,4.119,1.389,61.625,-6.915,-20.875,1.701,4.512,31190.400,5752846.848
-13.616,-30.820,1.510,-31.332,-7.465,63.620,1.829,22.185,-18656.800,8437438.976
23.212,12.234,1.636,51.075,-13.404,62.560,1.293,-16.561,28442.500,8358590.464
-82.186,-5.262,0.898,-53.356,-185.652,54.087,0.129,49.222,-20406.000,11852185.600
53.417,-85.956,1.584,-85.365,-61.788,69.576,0.693,32.247,35198.800,6410400.256
-13.774,86.088,1.271,-16.211,36.309,3.070,0.792,18.611,-14068.300,4584565.248
-25.826,-60.852,0.050,-7.175,5.665,-16.646,0.319,50.181,14607.600,7328089.600
117.234,1.227,0.302,44.563,196.731,-69.350,0.837,79.556,21770.000,7743631.872
125.122,46.159,0.342,-9.889,-11.835,82.166,1.295,-1.416,-11649.900,2859518.464
-8.950,-40.106,1.612,-18.894,-12.345,24.131,1.311,-12.322,-13417.200,4344839.680
9.392,-19.674,1.467,6.608,158.982,0.826,0.732,-60.658,-15790.800,5379044.352
145.956,-15.822,0.538,53.216,1.343,25.526,0.706,-19.016,29550.800,8174400.000
36.067,-48.693,0.723,55.398,-38.646,5.334,1.416,-53.623,23581.900,11238490.112
7.147,-45.823,1.933,24.975,8.219,-7.250,1.624,14.002,15794.000,5678896.128
-16.003,66.045,1.967,-70.405,86.863,84.382,0.740,80.459,-23274.600,4429250.048
-14.813,-51.738,1.173,7.882,33.343,19.183,1.152,42.533,13682.100,7212861.952
-16.288,53.626,1.139,11.944,19.643,-21.113,1.013,-6.387,11776.700,2864117.504
85.952,16.000,1.530,86.340,-7.262,-36.724,1.694,-10.620,31079.200,2361058.304
12.988,-21.415,1.236,0.325,161.687,21.327,1.570,-75.512,-14598.100,3139664.128
-22.832,9.130,1.786,51.625,157.676,-87.473,0.678,75.890,21469.400,7764927.488
8.259,56.782,1.605,12.605,-125.684,-14.915,0.081,82.238,15412.200,2774169.600
-11.117,-35.108,1.114,-28.904,102.869,-87.840,0.267,-34.814,-16472.900,9255257.088
26.547,3.022,0.390,79.286,-29.820,-11.322,1.709,-54.052,29615.800,7199271.936
-15.168,-60.763,1.144,-1.271,-50.646,45.010,1.083,60.433,15068.900,5930996.736
14.473,-15.271,1.192,9.118,27.845,35.386,0.977,-42.970,-14421.300,7765614.592
-32.447,-53.248,0.253,-89.646,23.125,42.779,1.369,-40.669,-34777.200,6738613.248
-5.062,56.135,0.740,-15.951,20.709,-66.706,0.349,50.429,16091.300,8312764.928
93.876,10.861,1.041,60.712,55.093,-56.637,0.218,-12.736,27742.900,5708915.200
-37.894,29.162,1.428,-52.990,-21.028,14.484,1.872,51.620,-23291.100,11653548.032
175.940,-10.333,0.284,-80.487,-55.235,70.782,0.170,37.139,-35542.400,7437196.800
9.470,-42.945,1.483,-10.268,-64.813,-79.072,1.959,-68.625,-15261.600,4635755.008
98.146,83.351,0.497,-22.610,42.023,-14.579,1.357,-54.607,-19147.400,11170221.056
-118.218,7.556,1.650,86.591,49.995,-7.650,0.635,-6.895,30499.500,2541263.104
48.573,20.421,0.670,32.303,31.186,-57.986,1.102,-38.300,18387.400,9954801.664
23.689,31.953,0.760,-2.640,39.660,-54.965,0.564,23.639,13206.100,5194920.960
32.769,-12.919,1.391,-79.473,16.736,-66.865,1.966,48.087,-31667.100,7641245.184
-39.736,20.241,0.084,20.227,111.432,-7.919,1.059,-83.957,18011.600,3934382.592
-118.467,-18.297,1.306,69.048,103.530,64.677,0.629,46.432,31768.500,9006504.960
5.217,-5.565,1.956,3.598,-28.520,50.390,0.638,25.383,12689.000,5559542.784
10.666,74.099,1.370,4.457,-92.261,56.224,0.125,-2.796,9938.470,1882082.432
-161.458,68.629,0.346,33.653,69.229,26.166,0.572,19.275,24625.100,8016588.288
-60.754,47.655,0.672,-29.316,57.504,73.549,1.127,53.505,16473.100,8723678.208
-192.559,-32.668,1.477,84.682,119.520,67.974,1.193,74.481,23880.400,3368035.584
-106.325,-38.726,0.889,80.488,-26.928,-77.763,1.018,-69.083,25651.100,4656605.184
12.684,-45.192,1.829,-39.808,-21.436,-84.856,1.920,-76.954,-20691.800,7838076.928
60.220,72.072,0.112,-73.613,37.475,-77.410,1.989,62.412,-26005.000,6911728.128
-96.931,8.360,1.247,83.986,10.873,-13.114,1.351,1.942,29019.500,2027527.808
169.367,29.241,0.242,-33.554,-7.982,-12.289,1.667,-15.837,-17403.400,6822473.728
-149.040,-72.403,0.531,-55.076,50.259,-67.649,1.176,-72.401,-22297.000,7426563.584
-28.806,66.643,0.921,-22.129,-17.660,-35.804,1.932,-50.218,-15130.300,9155525.632
-75.786,-69.982,0.813,63.396,86.185,-88.149,1.565,68.197,21585.900,7595483.648
-29.609,3.607,1.036,-41.867,50.542,61.564,0.750,30.112,-20985.000,9656308.736
33.953,8.065,1.475,52.569,23.380,84.331,0.822,-86.984,22689.900,6601704.448
26.168,30.606,1.464,-47.055,15.967,9.490,1.398,-31.773,-22669.300,11041273.856
-11.019,-54.449,1.866,36.155,-84.796,-80.127,0.425,69.513,19288.300,9174887.424
-39.862,77.257,1.190,47.645,-72.806,33.985,0.047,64.854,19622.700,10070437.888
-180.881,-81.066,1.876,84.888,-183.515,-74.074,0.232,-29.415,-35381.700,7146657.280
-24.026,75.601,1.058,26.138,-86.903,84.019,0.517,19.938,16210.400,8883819.520
194.286,-10.836,0.107,63.278,8.033,-49.497,1.266,-8.177,32940.400,5196796.416
-22.311,-35.620,0.944,2.392,-105.735,-59.854,1.589,78.308,15030.000,2915868.672
-173.874,-83.460,1.647,-83.482,-38.078,-85.968,1.540,-55.612,-27893.200,6271409.664
1.038,-16.215,1.667,-5.476,37.134,70.444,1.956,-61.475,-14644.300,5570650.624
3.071,-49.992,0.133,-71.347,141.550,27.496,0.307,77.727,-23527.400,4568823.296
8.966,28.725,1.490,3.228,-17.016,-57.596,1.135,-15.226,-11425.300,3182122.752
-0.722,-55.262,0.852,15.264,5.702,-16.953,1.888,7.459,12324.200,3398051.328
10.660,85.012,1.005,-45.127,156.597,69.091,0.402,-88.390,-21995.600,7136415.232
-62.508,73.786,1.397,-61.545,31.735,48.051,1.238,-51.477,-24263.200,10927171.584
6.437,-7.839,1.762,-4.128,34.004,-59.535,0.388,33.178,13466.600,6911310.336
42.929,68.258,1.234,-50.563,37.031,-70.337,0.803,21.509,-25851.600,9028432.896
148.481,11.567,0.255,-86.996,28.066,10.850,1.475,-48.244,-31428.300,6857333.248
26.015,83.064,0.934,-18.007,10.217,34.305,1.726,71.257,18512.700,5390590.464
-48.894,72.055,0.512,-71.910,84.950,-54.526,1.078,-59.629,-24609.700,7805389.312
-18.793,20.983,1.903,-50.169,-29.826,-30.874,0.361,-7.035,-27719.800,7568778.752
-121.786,68.927,0.482,-33.149,187.226,-44.319,0.767,-85.993,-15688.100,3106769.920
-47.071,-19.712,0.042,49.085,-12.792,-71.663,1.388,30.291,24488.000,10865768.448
69.574,34.957,1.010,53.830,-131.210,-46.333,0.952,-64.044,21356.000,9765388.288
-71.777,-79.185,0.680,36.775,-46.269,-46.849,0.891,38.171,15994.900,9623298.048
-100.393,-71.237,1.517,69.647,-49.993,-3.297,0.021,80.546,22941.700,4939914.240
35.751,-4.005,1.129,42.981,-12.738,61.305,1.253,-4.440,21391.700,6939233.280
-57.008,-55.694,0.634,-19.812,-34.652,16.943,1.813,-58.761,-17028.700,8604517.376
73.163,-63.857,1.408,63.735,-44.974,-0.024,0.722,20.782,28998.900,6979382.784
27.911,46.824,0.447,7.131,-133.221,-26.244,0.437,-28.566,-13092.300,5730176.000
-27.288,36.025,0.792,14.556,-154.562,52.319,1.803,79.189,16865.700,3955491.328
72.358,16.869,0.231,71.819,124.010,43.614,0.396,1.565,33691.300,4568325.120
73.122,5.167,1.935,70.092,-6.312,-81.555,0.490,87.580,22431.300,3962021.888
-79.408,-76.347,0.469,8.110,-28.486,-15.414,0.913,-20.499,-11663.700,3734976.768
81.401,28.151,0.315,-87.938,-93.690,-13.925,0.582,54.325,29535.100,6344676.352
197.479,-69.123,1.068,82.472,-15.790,-82.261,0.073,67.290,24476.800,4802201.600
-149.536,14.914,0.016,47.252,189.061,-65.260,0.688,-79.538,22573.700,7937179.136
191.093,-64.810,0.441,49.238,79.099,-84.441,1.408,-64.882,23787.400,9512776.704
-46.686,51.742,0.905,39.478,30.373,6.930,0.815,41.229,21665.900,11660945.408
-52.394,-32.176,0.781,34.376,-64.653,22.066,1.675,-77.374,21618.400,6644272.128
6.883,27.126,1.930,-23.672,40.941,-28.327,0.712,-10.997,-15344.500,5628530.688
12.425,-40.452,1.907,41.351,-3.509,-8.181,0.122,31.944,21096.200,11338726.400
43.114,-87.150,1.983,-64.135,19.832,-88.890,1.087,19.428,-33022.400,7120897.024
4.590,-36.449,0.788,-18.379,113.760,77.007,0.354,68.738,18285.100,6467051.520
-147.312,24.163,0.775,-70.690,168.007,51.649,1.111,-80.192,-21743.100,4800916.992
27.497,-64.368,0.988,-26.458,9.515,-52.578,1.444,1.182,-15884.400,4725151.232
45.636,-28.923,0.158,-14.654,-109.590,6.170,1.988,-74.771,-15467.200,4012937.472
51.649,58.083,0.071,-26.996,123.036,-45.737,1.367,89.530,-19345.500,5127899.136
-33.472,-50.463,0.639,-20.278,-84.246,-42.055,0.404,20.091,-15183.600,4953671.168
-17.173,-49.716,1.161,18.680,9.505,88.896,1.448,3.598,13211.300,3178173.440
75.552,-39.687,0.611,-33.022,-186.856,-33.401,0.460,-79.924,-18195.600,5012751.360
25.177,-7.228,1.991,-56.365,116.631,44.422,1.412,88.146,-22568.400,6197809.664
-88.445,-63.185,0.590,-82.213,153.556,28.032,0.779,-61.775,-25227.200,5154294.272
-150.087,-75.202,0.053,-62.139,-55.386,-78.465,1.825,65.252,-23490.700,8634058.752
-61.233,19.369,0.281,1.104,26.762,63.101,1.925,55.623,14420.700,6390729.216
-128.685,-81.424,1.792,-74.829,-26.420,-8.764,0.867,-2.104,-31724.000,3567554.816
-8.290,-81.610,1.643,15.746,5.982,65.270,1.974,17.905,13173.200,4535140.864
16.261,67.588,1.219,20.783,-55.805,19.531,0.940,86.737,17445.800,3708982.016
-185.055,62.982,0.298,-5.152,-32.513,32.642,0.787,-6.288,10877.200,2671794.944
-106.389,-49.046,1.100,64.153,-6.321,-49.650,1.808,9.687,33528.800,5610552.320
69.562,-46.826,1.696,67.258,-37.837,-65.927,0.446,16.801,32265.600,5170172.416
49.212,-37.731,1.044,-47.454,-12.133,11.924,1.609,31.086,-27359.000,10844345.344
-161.791,-59.392,0.594,-60.316,-14.508,-80.612,1.197,10.143,-33364.000,5548578.816
30.602,-53.723,0.963,-28.797,9.425,67.024,1.478,-9.206,-17675.300,5879265.280
-84.707,85.777,0.579,31.782,3.959,-76.760,1.516,-41.456,22298.500,12168225.792
-26.198,59.656,1.502,-47.519,-5.976,18.583,1.916,-14.875,-27086.700,8196136.448
13.774,49.707,0.226,-36.532,-5.861,85.943,1.899,-11.878,-20993.700,7580250.624
-7.256,56.433,1.728,14.146,-140.683,-9.917,0.174,63.624,15549.000,6906629.120
-23.814,17.347,0.457,-14.856,-89.558,-74.363,0.186,-79.024,-15982.300,3536068.352
-91.630,16.370,0.430,-59.282,-15.973,-48.741,1.322,-27.051,-30338.400,9586275.328
40.998,-69.705,0.282,51.977,5.336,25.933,0.083,-2.505,29551.100,6675487.232
124.065,-35.390,1.383,85.445,-104.031,89.547,0.615,67.874,24526.900,4051399.680
-22.019,71.136,0.843,-23.434,-54.128,30.584,0.187,-72.443,-17081.400,5922286.592
9.238,50.642,1.849,-31.208,-134.060,-59.045,1.172,-69.516,-17928.600,8298063.872
-37.355,44.029,0.882,30.512,7.794,87.321,1.904,-27.752,21166.700,9120877.568
49.263,-72.246,0.168,-21.463,-130.089,62.221,1.129,79.346,-18503.500,4431628.288
-113.504,26.590,1.179,-81.326,-39.756,36.231,1.777,78.440,-23607.200,2909967.872
-115.591,-52.561,1.927,74.940,-35.548,-76.619,1.655,-75.958,23766.700,4404461.568
-10.376,29.935,1.966,38.422,-44.986,-0.597,0.033,-61.388,21334.000,10614915.072
-33.255,73.054,0.910,-27.686,15.007,20.896,1.277,-21.407,-15735.300,7328223.232
-47.164,23.996,0.449,4.718,-21.391,-85.559,0.151,72.900,15193.000,3844162.304
149.262,-83.831,0.595,59.319,104.315,-62.587,0.367,32.658,27950.400,10535856.128
27.596,-81.634,1.010,28.734,-117.336,46.172,0.336,60.702,17504.500,8867686.400
-59.437,-8.265,0.579,-4.072,-121.413,-35.898,1.728,-73.970,-15499.000,4228285.184
-28.399,2.005,0.859,-11.620,47.546,52.113,1.036,-46.442,-14097.100,7426507.264
7.618,-31.050,1.707,-15.388,56.057,80.266,0.556,77.025,17473.500,4100549.632
-99.894,41.473,0.969,63.061,30.233,23.865,1.152,39.790,29324.600,10055093.248
-17.877,20.412,1.490,-55.636,31.665,-50.690,0.446,45.484,-24014.900,11939026.944
-33.821,-6.492,1.310,-47.893,-27.751,3.176,0.928,-33.009,-22606.900,10990232.576
13.195,-68.337,1.878,42.116,-37.198,-12.673,1.443,-52.931,20681.400,11777585.152
-63.087,-44.075,0.799,-41.782,-98.864,31.862,1.019,-71.365,-19676.700,8118981.632
-68.478,-26.191,1.414,67.748,-8.204,-33.161,1.782,-24.524,34601.700,7471280.128
9.495,65.171,1.659,23.820,-38.349,67.465,0.755,-15.848,15849.400,5276663.296
-43.029,40.296,0.747,25.239,188.972,-87.734,0.110,74.712,19769.000,6564271.104
20.082,33.854,1.562,-83.030,-7.369,-71.597,1.670,8.903,-30707.300,2352605.184
-14.894,0.053,0.456,78.691,19.919,11.289,1.000,3.411,30923.600,2749811.968
-10.300,-9.229,1.983,-37.779,165.910,-9.271,0.232,82.585,-21787.200,6953769.984
136.765,-32.568,0.541,-46.433,195.404,48.436,1.294,-79.869,-20124.300,6299678.208
10.752,-4.827,1.326,8.204,-47.530,82.602,0.856,37.045,13545.200,6732755.968
-170.236,-19.614,0.202,76.615,58.631,41.919,0.836,-41.913,31351.200,7902972.416
-21.313,-27.657,1.632,-84.941,-55.337,-59.930,1.396,59.478,28684.100,6133405.696
23.456,-78.598,1.333,-45.642,25.227,-28.933,0.975,-20.994,-25346.900,9215912.960
-26.528,10.759,0.427,-76.430,-8.888,-86.924,1.748,-26.272,-35299.400,6165319.680
-30.583,37.762,1.104,37.368,-25.962,-20.659,0.915,14.672,21630.100,7709176.832
-40.707,54.611,1.655,-58.853,118.895,71.401,1.877,-85.396,-22793.400,6172645.888
89.764,58.214,0.118,-51.948,-134.551,60.500,1.706,84.246,-22693.000,7074863.104
44.633,63.434,1.019,-44.063,11.315,-27.453,1.341,-7.354,-24528.900,6956080.128
109.113,-22.873,1.124,-64.836,-136.305,69.787,0.488,-38.950,-34217.400,7178518.528
-59.005,31.711,0.565,-8.262,183.715,-67.764,0.648,64.094,15526.800,4984506.368
79.575,60.100,1.348,64.184,8.807,44.658,1.608,-17.191,33126.700,6834235.904
-7.045,-28.636,1.806,17.678,-167.940,-43.222,0.003,85.196,16783.300,3496324.864
113.514,-1.582,0.259,44.540,28.274,58.848,1.257,-44.367,22759.800,12322200.576
-88.273,-55.698,0.485,11.699,-51.410,-56.461,0.635,-29.083,-13116.800,6092034.560
-25.810,70.031,1.245,-39.479,-101.957,-4.580,0.249,69.129,-22345.100,9240588.288
-147.358,82.697,0.480,-49.508,13.444,6.290,1.214,0.773,-18875.300,6596205.056
-125.691,-38.599,1.258,69.326,61.371,84.302,0.571,5.467,34379.800,4975013.888
1.857,17.259,0.049,83.781,-159.957,14.576,1.550,89.553,21771.300,1827732.992
52.237,68.148,1.780,-63.928,19.009,-88.775,1.365,35.865,-29946.900,9889773.568
-76.773,-0.866,0.508,1.436,9.183,13.871,0.256,38.600,13831.100,7983030.784
-29.802,-24.686,0.987,-29.733,59.031,-61.718,0.501,-11.603,-15219.300,5258342.912
22.859,-50.451,0.947,-9.032,48.944,-11.049,0.960,43.589,14641.800,7368748.544
31.723,47.222,0.090,-5.438,-9.106,39.618,1.056,57.924,14917.400,6242795.008
20.994,21.137,1.044,18.444,-11.443,-73.871,1.193,-50.768,-15810.100,8841629.696
51.360,-76.447,1.615,79.926,37.268,-50.509,0.384,53.793,26936.300,7065032.704
180.930,-43.211,0.323,86.048,-13.750,87.052,1.467,-43.253,-34301.300,7079278.592
-57.794,-36.575,0.692,-29.318,33.768,10.458,0.994,34.957,-18342.000,9277069.312
18.142,-9.930,1.786,47.159,6.979,-74.809,1.685,-0.156,26384.700,7049762.304
-34.283,-56.439,0.875,-25.962,-19.355,33.531,1.236,29.371,-16689.200,7776264.192
-53.294,39.089,1.828,81.781,9.968,-23.003,1.494,16.078,33484.600,3567068.928
51.474,52.202,0.630,9.040,61.416,-34.391,0.465,-80.207,-14502.300,2539543.040
25.074,86.708,1.194,35.841,127.150,0.373,0.028,-8.655,20918.800,6386975.744
135.861,78.347,1.580,73.731,15.029,56.168,1.227,17.375,34422.600,5429249.536
-126.986,12.526,0.183,-5.852,83.982,-41.052,0.411,-67.623,-15684.900,5778495.488
-0.348,-61.721,0.552,27.303,-68.871,-17.791,0.769,-87.865,19628.500,5298276.352
-29.535,-65.749,1.564,52.759,114.701,-77.654,1.915,-74.640,23160.300,8409916.928
92.797,77.193,0.397,13.460,48.572,8.960,1.926,65.175,14988.800,5098361.344
-38.433,-22.239,0.756,-16.156,-17.249,-69.424,1.171,-19.603,-12261.800,4448593.408
171.281,63.050,0.978,-69.726,20.840,-1.629,1.944,-67.450,-23362.600,6878431.232
-31.412,-86.576,1.149,58.038,141.677,-72.356,0.306,-64.192,23031.800,10230607.872
16.904,-66.289,0.147,-77.983,-49.150,-64.974,1.097,-49.696,-29662.600,7496994.816
-153.260,-13.219,0.365,-10.322,42.129,21.833,1.310,52.281,18783.300,8925592.576
25.385,-73.825,1.295,65.383,-12.483,59.690,1.416,22.901,32946.800,7676072.448
-108.098,79.400,0.385,88.290,-66.862,7.281,0.200,-57.028,-27973.600,6036404.736
6.443,-54.264,1.948,21.445,39.322,64.706,1.478,-88.708,18090.900,3999348.992
-11.238,60.594,0.232,56.574,9.592,34.668,1.962,-36.222,27749.000,11196448.768
-167.510,8.264,0.277,45.980,26.398,73.469,0.205,-59.117,21115.800,11050696.704
-32.616,-14.946,0.904,26.345,22.130,-24.467,1.844,61.990,18445.200,8652590.080
14.919,-81.457,1.163,6.437,-93.484,78.242,0.891,-86.149,-14425.500,2109839.360
-85.249,66.827,0.031,20.479,-118.796,-47.861,0.096,47.552,15083.400,9471037.440
130.762,84.841,1.279,-78.838,88.434,27.797,0.746,-83.560,-22239.400,2633111.040
33.081,28.915,1.546,-53.575,-22.623,-53.717,1.541,55.507,-22136.900,11267060.736
-91.779,35.186,1.691,70.356,-13.029,25.266,1.570,31.483,31913.900,8271393.792
140.512,19.401,1.603,80.183,39.598,-26.294,0.827,27.368,34576.800,4944045.056
83.204,-46.739,0.530,-33.296,-28.458,-46.289,0.942,24.099,-15896.800,6713106.432
-110.588,3.439,0.303,43.287,10.173,57.399,1.868,-33.901,20774.400,11412547.584
